alg_name,ins,ins_set,mean,median,min,fr,nr
ecdf-5,planning-bnn-navigation_5x5_8,MSE23-uw,,,,0.0,10
ecdf-5,railway-transport-pesp_5min,MSE23-uw,103.3,102.0,92,1.0,10
ecdf-5,judgment-aggregation-ja-slater-preflib-00049-00000405,MSE23-uw,278.0,278.0,278,1.0,10
ecdf-5,inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl,MSE23-uw,50.0,50.0,48,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_b01,MSE23-uw,11.4,12.0,10,1.0,10
ecdf-5,min-fill-MinFill_R0_myciel5,MSE23-uw,198.3,198.5,196,1.0,10
ecdf-5,reversi-rev66-26,MSE23-uw,,,,0.0,10
ecdf-5,planning-bnn-sysadmin_5_4,MSE23-uw,,,,0.0,10
ecdf-5,inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl,MSE23-uw,55.8,56.0,54,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000540,MSE23-uw,55.4,55.0,54,1.0,10
ecdf-5,atcoss-atcoss_mesat_15,MSE23-uw,,,,0.0,10
ecdf-5,reversi-rev66-16,MSE23-uw,,,,0.0,10
ecdf-5,fault-diagnosis-s38584_nan_explicit_9_0,MSE23-uw,225.9,226.0,221,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_s208,MSE23-uw,33.3,33.5,30,1.0,10
ecdf-5,aes-mul_8_13,MSE23-uw,78.0,79.0,73,1.0,10
ecdf-5,planning-bnn-sysadmin_4_3,MSE23-uw,,,,0.0,10
ecdf-5,decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree,MSE23-uw,72.6,73.0,71,1.0,10
ecdf-5,xai-mindset2-bupa,MSE23-uw,306.6,308.0,300,1.0,10
ecdf-5,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_7,MSE23-uw,77.2,70.0,62,1.0,10
ecdf-5,atcoss-atcoss_mesat_02,MSE23-uw,,,,0.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000338,MSE23-uw,55.7,56.0,54,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000333,MSE23-uw,59.1,59.5,56,1.0,10
ecdf-5,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3,MSE23-uw,82.9,70.0,62,1.0,10
ecdf-5,planning-bnn-cellda_y_9,MSE23-uw,,,,0.0,10
ecdf-5,min-fill-MinFill_R3_miles750,MSE23-uw,1781.3,1638.5,1359,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000316,MSE23-uw,54.1,54.0,53,1.0,10
ecdf-5,treewidth-computation-TWComp_1dj7_N73,MSE23-uw,33.1,33.0,32,1.0,10
ecdf-5,optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_9,MSE23-uw,32.2,32.5,30,1.0,10
ecdf-5,fault-diagnosis-s38584_nan_explicit_10_0,MSE23-uw,225.6,224.0,220,1.0,10
ecdf-5,xai-mindset2-heart-h,MSE23-uw,219.1,216.5,212,1.0,10
ecdf-5,inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl,MSE23-uw,378.9,379.0,376,1.0,10
ecdf-5,min-fill-MinFill_R0_mulsol.i.1,MSE23-uw,249.5,247.5,216,1.0,10
ecdf-5,program-disambiguation-Q55_YESNO_1,MSE23-uw,,,,0.0,10
ecdf-5,treewidth-computation-TWComp_1c75_N69,MSE23-uw,37.8,38.0,36,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000293,MSE23-uw,47.4,47.0,47,1.0,10
ecdf-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree,MSE23-uw,216.0,218.0,208,1.0,10
ecdf-5,planning-bnn-navigation_5x5_10,MSE23-uw,,,,0.0,10
ecdf-5,SeanSafarpour-rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered,MSE23-uw,43.6,41.5,25,1.0,10
ecdf-5,inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl,MSE23-uw,602.1,602.5,600,1.0,10
ecdf-5,inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl,MSE23-uw,66.6,66.5,62,1.0,10
ecdf-5,judgment-aggregation-ja-slater-preflib-00043-00000180,MSE23-uw,307.4,307.0,307,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_uf20-01,MSE23-uw,7.1,7.0,7,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3,MSE23-uw,19.7,20.0,19,1.0,10
ecdf-5,ramsey-ram_k3_n17.ra0,MSE23-uw,50.0,50.0,50,1.0,10
ecdf-5,setcover-sts-data.729,MSE23-uw,630.1,628.0,617,1.0,10
ecdf-5,optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5,MSE23-uw,359.5,371.0,226,1.0,10
ecdf-5,optic-gen_cvc-add7to3_9999,MSE23-uw,205.4,205.5,204,1.0,10
ecdf-5,tpr-b18-s_PathRelaxation_Set_FS_8,MSE23-uw,,,,0.0,10
ecdf-5,optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6,MSE23-uw,181.1,179.5,156,1.0,10
ecdf-5,optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_8,MSE23-uw,184.5,184.0,180,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000517,MSE23-uw,61.8,62.0,61,1.0,10
ecdf-5,optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7,MSE23-uw,10.4,10.5,8,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_dubois28,MSE23-uw,12.1,12.0,10,1.0,10
ecdf-5,inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl,MSE23-uw,691.6,691.0,688,1.0,10
ecdf-5,decision-tree-mushroom-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree,MSE23-uw,586.5,524.5,206,1.0,10
ecdf-5,judgment-aggregation-ja-slater-preflib-00049-00000135,MSE23-uw,246.0,246.0,246,1.0,10
ecdf-5,decision-tree-car-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree,MSE23-uw,151.4,151.0,151,1.0,10
ecdf-5,atcoss-atcoss_sugar_15,MSE23-uw,,,,0.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_2bitcomp_5,MSE23-uw,44.7,45.0,43,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000492,MSE23-uw,56.2,56.0,55,1.0,10
ecdf-5,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1,MSE23-uw,12.9,13.0,12,1.0,10
ecdf-5,judgment-aggregation-ja-slater-preflib-00051-00000008,MSE23-uw,341.0,341.0,341,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000071,MSE23-uw,58.0,58.0,57,1.0,10
ecdf-5,inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl,MSE23-uw,73.7,74.0,72,1.0,10
ecdf-5,optic-gen_mult_4_5_991,MSE23-uw,136.2,136.0,136,1.0,10
ecdf-5,inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl,MSE23-uw,76.2,76.5,74,1.0,10
ecdf-5,aes-mul_8_14,MSE23-uw,78.0,78.5,72,1.0,10
ecdf-5,optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_8,MSE23-uw,5.9,6.0,5,1.0,10
ecdf-5,program-disambiguation-Q42_OPTIONS_1,MSE23-uw,,,,0.0,10
ecdf-5,pseudoBoolean-normalized-par32-3.opb.msat,MSE23-uw,,,,0.0,10
ecdf-5,inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl,MSE23-uw,327.4,327.5,324,1.0,10
ecdf-5,reversi-rev66-28,MSE23-uw,,,,0.0,10
ecdf-5,MaxSATQueriesinInterpretableClassifiers-wdbc_train_9_CNF_5_1,MSE23-uw,21.1,21.0,21,1.0,10
ecdf-5,optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_7,MSE23-uw,25.0,25.5,21,1.0,10
ecdf-5,min-fill-MinFill_R0_myciel7,MSE23-uw,3815.4,3795.5,3558,1.0,10
ecdf-5,bcp-SU3__simp-genos.haps.9,MSE23-uw,107.1,107.0,107,1.0,10
ecdf-5,decision-tree-hypothyroid-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree,MSE23-uw,57.9,58.0,57,1.0,10
ecdf-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree,MSE23-uw,44.8,45.0,41,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000444,MSE23-uw,58.9,59.0,58,1.0,10
ecdf-5,aes-mul_8_11,MSE23-uw,94.5,95.5,84,1.0,10
ecdf-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree,MSE23-uw,45.1,46.0,39,1.0,10
ecdf-5,ramsey-ram_k3_n11.ra0,MSE23-uw,7.0,7.0,7,1.0,10
ecdf-5,atcoss-atcoss_sugar_05,MSE23-uw,,,,0.0,10
ecdf-5,ramsey-ram_k4_n18.ra0,MSE23-uw,9.0,9.0,9,1.0,10
ecdf-5,decision-tree-anneal-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree,MSE23-uw,112.0,112.5,110,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000295,MSE23-uw,57.3,58.0,56,1.0,10
ecdf-5,judgment-aggregation-ja-slater-preflib-00051-00000011,MSE23-uw,503.3,503.0,502,1.0,10
ecdf-5,planning-bnn-navigation_4x4_7,MSE23-uw,,,,0.0,10
ecdf-5,optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_7,MSE23-uw,122.0,128.0,90,1.0,10
ecdf-5,optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_4,MSE23-uw,385.9,371.0,226,1.0,10
ecdf-5,inconsistency-measurement-im-forgetting-A-2-grd_3908_2_1.tgf.pl,MSE23-uw,762.0,763.0,757,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_flat30-99,MSE23-uw,44.3,44.0,43,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_aim-50-1_6-no-3,MSE23-uw,19.0,19.0,18,1.0,10
ecdf-5,setcover-sts-data.405,MSE23-uw,339.3,339.5,336,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000390,MSE23-uw,58.1,58.0,57,1.0,10
ecdf-5,railway-transport-d4,MSE23-uw,4702.3,4758.0,4308,1.0,10
ecdf-5,judgment-aggregation-ja-slater-preflib-00049-00000468,MSE23-uw,269.0,269.0,269,1.0,10
ecdf-5,treewidth-computation-TWComp_queen7_7_N49,MSE23-uw,38.1,38.0,38,1.0,10
ecdf-5,min-fill-MinFill_R0_mulsol.i.2,MSE23-uw,397.6,397.0,352,1.0,10
ecdf-5,optimizing-BDDs-heart-cleveland-un-wcnf_incomplete_improved_1_2019_9,MSE23-uw,32.1,32.0,28,1.0,10
ecdf-5,judgment-aggregation-ja-slater-preflib-00049-00000451,MSE23-uw,507.4,507.5,506,1.0,10
ecdf-5,decision-tree-lymph-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree,MSE23-uw,19.8,20.0,18,1.0,10
ecdf-5,xai-mindset2-shuttleM,MSE23-uw,368.0,368.0,329,0.2,10
ecdf-5,ramsey-ram_k3_n15.ra0,MSE23-uw,30.0,30.0,30,1.0,10
ecdf-5,reversi-rev66-32,MSE23-uw,,,,0.0,10
ecdf-5,inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl,MSE23-uw,55.2,55.0,54,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000486,MSE23-uw,60.1,60.0,59,1.0,10
ecdf-5,aes-mul_8_3,MSE23-uw,36.7,37.0,36,1.0,10
ecdf-5,xai-mindset2-soybean,MSE23-uw,,,,0.0,10
ecdf-5,planning-bnn-cellda_x_12,MSE23-uw,,,,0.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000260,MSE23-uw,60.9,61.0,59,1.0,10
ecdf-5,inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl,MSE23-uw,236.1,235.5,234,1.0,10
ecdf-5,MaxSATQueriesinInterpretableClassifiers-twitter_train_2_CNF_4_1,MSE23-uw,1737.5,1740.5,1712,1.0,10
ecdf-5,min-fill-MinFill_R4_miles500,MSE23-uw,1124.7,1142.0,949,1.0,10
ecdf-5,inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl,MSE23-uw,63.1,63.0,61,1.0,10
ecdf-5,inconsistency-measurement-im-forgetting-B-3-stb_457_193.tgf.pl,MSE23-uw,86.6,87.0,84,1.0,10
ecdf-5,optic-gen_mult_5_5_991,MSE23-uw,271.8,272.0,268,1.0,10
ecdf-5,inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl,MSE23-uw,561.5,561.0,559,1.0,10
ecdf-5,MaxSATQueriesinInterpretableClassifiers-twitter_train_9_CNF_1_1,MSE23-uw,1933.8,1930.0,1874,1.0,10
ecdf-5,aes-sbox_8,MSE23-uw,466.9,467.0,459,1.0,10
ecdf-5,planning-bnn-cellda_y_10,MSE23-uw,,,,0.0,10
ecdf-5,inconsistency-measurement-im-forgetting-B-3-stb_428_430.tgf.pl,MSE23-uw,78.7,79.0,77,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000385,MSE23-uw,40.1,40.0,40,1.0,10
ecdf-5,ramsey-ram_k3_n14.ra0,MSE23-uw,21.0,21.0,21,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_pret60_25,MSE23-uw,15.1,15.0,13,1.0,10
ecdf-5,program-disambiguation-Q22_YESNO_1,MSE23-uw,,,,0.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_grid4d_3,MSE23-uw,12.0,12.0,12,1.0,10
ecdf-5,inconsistency-measurement-im-forgetting-C-1-grd_5178_1_1.tgf.pl,MSE23-uw,1100.1,1100.0,1096,1.0,10
ecdf-5,railway-transport-we,MSE23-uw,,,,0.0,10
ecdf-5,optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6,MSE23-uw,45.8,44.5,42,1.0,10
ecdf-5,pseudoBoolean-normalized-par32-5.opb.msat,MSE23-uw,,,,0.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000157,MSE23-uw,62.8,63.0,62,1.0,10
ecdf-5,xai-mindset2-postoperative-patient-data,MSE23-uw,72.7,73.0,70,1.0,10
ecdf-5,min-fill-MinFill_R0_mulsol.i.3,MSE23-uw,429.8,421.5,359,1.0,10
ecdf-5,xai-mindset2-bnn-last-layer-f10,MSE23-uw,,,,0.0,10
ecdf-5,optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_5,MSE23-uw,154.0,132.0,84,1.0,10
ecdf-5,planning-bnn-navigation_5x5_9,MSE23-uw,,,,0.0,10
ecdf-5,optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7,MSE23-uw,7.4,7.0,7,1.0,10
ecdf-5,planning-bnn-sysadmin_5_3,MSE23-uw,,,,0.0,10
ecdf-5,xai-mindset2-cleve,MSE23-uw,234.9,235.0,228,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_par8-1-c,MSE23-uw,25.0,25.0,22,1.0,10
ecdf-5,optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5,MSE23-uw,125.6,125.0,124,1.0,10
ecdf-5,program-disambiguation-Q45_YESNO_1,MSE23-uw,,,,0.0,10
ecdf-5,optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_4,MSE23-uw,189.0,189.0,189,1.0,10
ecdf-5,inconsistency-measurement-im-hit-A-1-grd_1790_4_8.tgf.pl,MSE23-uw,327.6,328.0,326,1.0,10
ecdf-5,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_5,MSE23-uw,89.1,88.5,69,1.0,10
ecdf-5,min-fill-MinFill_R3_miles1000,MSE23-uw,2151.7,2364.5,1373,1.0,10
ecdf-5,decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree,MSE23-uw,559.9,574.0,331,1.0,10
ecdf-5,inconsistency-measurement-im-forgetting-T-2-grd_4383_1_10.tgf.pl,MSE23-uw,829.2,829.5,824,1.0,10
ecdf-5,judgment-aggregation-ja-maxham-preflib-00049-00000512,MSE23-uw,61.3,61.0,60,1.0,10
ecdf-5,decision-tree-car-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree,MSE23-uw,151.9,152.0,151,1.0,10
ecdf-5,gen-hyper-tw-GenHyperTW_dubois29,MSE23-uw,11.9,12.0,10,1.0,10
ecdf-5,inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl,MSE23-uw,538.2,538.5,535,1.0,10
ecdf-5,scheduling-cnf_10,MSE23-uw,145.8,145.0,138,1.0,10
ecdf-5,inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl,MSE23-uw,359.4,359.5,358,1.0,10
ecdf-5,optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_4,MSE23-uw,142.0,120.0,48,1.0,10
ecdf-5,scheduling-cnf_12,MSE23-uw,133.9,133.5,126,1.0,10
ecdf-5,decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree,MSE23-uw,677.1,615.5,574,1.0,10
ecdf-5,setcover-sts-data.243,MSE23-uw,198.0,198.0,198,1.0,10
ecdf-5,aes-mul_8_9,MSE23-uw,46.4,47.0,44,1.0,10
ecdf-5,optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_5,MSE23-uw,80.8,81.0,78,1.0,10
ecdf-5,decision-tree-breast-cancer-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree,MSE23-uw,31.5,31.5,30,1.0,10
ecdf-5,inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl,MSE23-uw,111.2,111.0,109,1.0,10
best-f-5,mbd-b14_C-mbd14-0277,MSE23-uw,42.9,43.0,39,1.0,10
best-f-5,ramsey-ram_k4_n20.ra0,MSE23-uw,24.0,24.0,24,1.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000253,MSE23-uw,46.0,46.0,46,1.0,10
best-f-5,decision-tree-breast-cancer-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree,MSE23-uw,,,,0.0,10
best-f-5,logic-synthesis-normalized-test4.pi.opb.msat,MSE23-uw,126.6,126.5,124,1.0,10
best-f-5,min-fill-MinFill_R0_queen8_12,MSE23-uw,,,,0.0,10
best-f-5,treewidth-computation-TWComp_eil51.tsp_N51,MSE23-uw,11.8,12.0,11,1.0,10
best-f-5,railway-transport-pesp_18Min,MSE23-uw,,,,0.0,10
best-f-5,inconsistency-measurement-im-forgetting-A-2-WS_300_16_70_30.tgf.pl,MSE23-uw,57.8,58.0,55,1.0,10
best-f-5,inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl,MSE23-uw,78.7,78.5,77,1.0,10
best-f-5,scheduling-cnf_small,MSE23-uw,61.3,59.0,49,1.0,10
best-f-5,optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2,MSE23-uw,173.2,161.5,89,1.0,10
best-f-5,planning-bnn-cellda_x_10,MSE23-uw,,,,0.0,10
best-f-5,setcover-sts-data.135,MSE23-uw,103.0,103.0,103,1.0,10
best-f-5,min-fill-MinFill_R1_games120,MSE23-uw,,,,0.0,10
best-f-5,inconsistency-measurement-im-forgetting-B-2-stb_625_161.tgf.pl,MSE23-uw,127.0,127.0,125,1.0,10
best-f-5,planning-bnn-navigation_5x5_8,MSE23-uw,,,,0.0,10
best-f-5,railway-transport-pesp_5min,MSE23-uw,131.0,120.0,106,0.5,10
best-f-5,judgment-aggregation-ja-slater-preflib-00049-00000405,MSE23-uw,278.8,279.0,278,1.0,10
best-f-5,inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl,MSE23-uw,47.3,47.0,47,1.0,10
best-f-5,gen-hyper-tw-GenHyperTW_b01,MSE23-uw,6.8,7.0,6,1.0,10
best-f-5,min-fill-MinFill_R0_myciel5,MSE23-uw,199.7,199.5,197,1.0,10
best-f-5,reversi-rev66-26,MSE23-uw,,,,0.0,10
best-f-5,planning-bnn-sysadmin_5_4,MSE23-uw,,,,0.0,10
best-f-5,inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl,MSE23-uw,55.1,55.0,54,1.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000540,MSE23-uw,49.6,50.0,49,1.0,10
best-f-5,atcoss-atcoss_mesat_15,MSE23-uw,,,,0.0,10
best-f-5,reversi-rev66-16,MSE23-uw,,,,0.0,10
best-f-5,fault-diagnosis-s38584_nan_explicit_9_0,MSE23-uw,,,,0.0,10
best-f-5,gen-hyper-tw-GenHyperTW_s208,MSE23-uw,,,,0.0,10
best-f-5,aes-mul_8_13,MSE23-uw,80.6,80.5,73,1.0,10
best-f-5,planning-bnn-sysadmin_4_3,MSE23-uw,,,,0.0,10
best-f-5,decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree,MSE23-uw,,,,0.0,10
best-f-5,xai-mindset2-bupa,MSE23-uw,,,,0.0,10
best-f-5,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_7,MSE23-uw,1183.0,1183.0,1183,0.1,10
best-f-5,atcoss-atcoss_mesat_02,MSE23-uw,,,,0.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000338,MSE23-uw,52.6,53.0,52,1.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000333,MSE23-uw,51.0,51.0,51,1.0,10
best-f-5,optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3,MSE23-uw,258.0,140.5,70,1.0,10
best-f-5,planning-bnn-cellda_y_9,MSE23-uw,,,,0.0,10
best-f-5,min-fill-MinFill_R3_miles750,MSE23-uw,,,,0.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000316,MSE23-uw,51.0,51.0,51,1.0,10
best-f-5,treewidth-computation-TWComp_1dj7_N73,MSE23-uw,30.1,30.0,30,1.0,10
best-f-5,optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_9,MSE23-uw,120.75,119.0,108,0.4,10
best-f-5,fault-diagnosis-s38584_nan_explicit_10_0,MSE23-uw,,,,0.0,10
best-f-5,xai-mindset2-heart-h,MSE23-uw,,,,0.0,10
best-f-5,inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl,MSE23-uw,383.2,383.0,378,1.0,10
best-f-5,min-fill-MinFill_R0_mulsol.i.1,MSE23-uw,,,,0.0,10
best-f-5,program-disambiguation-Q55_YESNO_1,MSE23-uw,,,,0.0,10
best-f-5,treewidth-computation-TWComp_1c75_N69,MSE23-uw,35.8,36.0,34,1.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000293,MSE23-uw,43.9,44.0,43,1.0,10
best-f-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree,MSE23-uw,,,,0.0,10
best-f-5,planning-bnn-navigation_5x5_10,MSE23-uw,,,,0.0,10
best-f-5,SeanSafarpour-rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered,MSE23-uw,50.0,50.5,36,1.0,10
best-f-5,inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl,MSE23-uw,599.3,599.0,598,1.0,10
best-f-5,inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl,MSE23-uw,62.9,63.5,60,1.0,10
best-f-5,judgment-aggregation-ja-slater-preflib-00043-00000180,MSE23-uw,309.3,309.0,308,1.0,10
best-f-5,gen-hyper-tw-GenHyperTW_uf20-01,MSE23-uw,6.2,6.0,6,1.0,10
best-f-5,gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3,MSE23-uw,16.0,16.0,15,1.0,10
best-f-5,ramsey-ram_k3_n17.ra0,MSE23-uw,50.0,50.0,50,1.0,10
best-f-5,setcover-sts-data.729,MSE23-uw,636.8,639.0,617,1.0,10
best-f-5,optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5,MSE23-uw,1486.0,1476.0,1335,0.4,10
best-f-5,optic-gen_cvc-add7to3_9999,MSE23-uw,199.9,200.0,199,1.0,10
best-f-5,tpr-b18-s_PathRelaxation_Set_FS_8,MSE23-uw,,,,0.0,10
best-f-5,optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6,MSE23-uw,410.8,402.5,313,1.0,10
best-f-5,optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_8,MSE23-uw,1276.0,1276.0,1167,0.2,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000517,MSE23-uw,56.9,57.0,56,1.0,10
best-f-5,optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7,MSE23-uw,34.0,32.0,25,1.0,10
best-f-5,gen-hyper-tw-GenHyperTW_dubois28,MSE23-uw,14.1,14.0,13,1.0,10
best-f-5,inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl,MSE23-uw,717.6,718.0,710,1.0,10
best-f-5,decision-tree-mushroom-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree,MSE23-uw,,,,0.0,10
best-f-5,judgment-aggregation-ja-slater-preflib-00049-00000135,MSE23-uw,246.8,247.0,246,1.0,10
best-f-5,decision-tree-car-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree,MSE23-uw,,,,0.0,10
best-f-5,atcoss-atcoss_sugar_15,MSE23-uw,,,,0.0,10
best-f-5,gen-hyper-tw-GenHyperTW_2bitcomp_5,MSE23-uw,42.6,43.0,37,1.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000492,MSE23-uw,47.7,48.0,47,1.0,10
best-f-5,extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1,MSE23-uw,14.8,15.0,13,1.0,10
best-f-5,judgment-aggregation-ja-slater-preflib-00051-00000008,MSE23-uw,343.1,343.0,342,1.0,10
best-f-5,judgment-aggregation-ja-maxham-preflib-00049-00000071,MSE23-uw,46.9,47.0,46,1.0,10
best-f-5,inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl,MSE23-uw,73.5,74.0,71,1.0,10
best-f-5,optic-gen_mult_4_5_991,MSE23-uw,141.3,142.0,137,1.0,10
best-f-5,inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl,MSE23-uw,86.0,86.0,81,1.0,10
best-f-5,aes-mul_8_14,MSE23-uw,73.9,73.5,68,1.0,10
best-f-5,optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_8,MSE23-uw,89.6,117.0,19,0.5,10
best-f-5,program-disambiguation-Q42_OPTIONS_1,MSE23-uw,,,,0.0,10
best-f-5,pseudoBoolean-normalized-par32-3.opb.msat,MSE23-uw,,,,0.0,10
best-f-5,inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl,MSE23-uw,326.4,326.5,324,1.0,10
best-f-5,reversi-rev66-28,MSE23-uw,,,,0.0,10
best-f-5,MaxSATQueriesinInterpretableClassifiers-wdbc_train_9_CNF_5_1,MSE23-uw,23.4,23.0,23,1.0,10
